task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,c5.2xlarge-2
image_classification,76.1054345725059,76.1054345725059,76.1054345725059,76.1054345725059,76.1054345725059,76.1054345725059,76.1054345725059,76.1054345725059,76.1054345725059,76.1054345725059,76.1054345725059,76.1054345725059,76.1054345725059,26.143974739075425,26.143974739075425
object_detection,36.27245243926775,36.27245243926775,36.27245243926775,36.27245243926775,36.27245243926775,36.27245243926775,36.27245243926775,36.27245243926775,36.27245243926775,36.27245243926775,36.27245243926775,36.27245243926775,36.27245243926775,18.82851953147917,18.82851953147917
question_answering,40.32151077541706,40.32151077541706,40.32151077541706,40.32151077541706,40.32151077541706,40.32151077541706,40.32151077541706,40.32151077541706,40.32151077541706,40.32151077541706,40.32151077541706,40.32151077541706,40.32151077541706,14.182357257627302,14.182357257627302
speech_recognition,579.5279619739234,579.5279619739234,579.5279619739234,579.5279619739234,579.5279619739234,579.5279619739234,579.5279619739234,579.5279619739234,579.5279619739234,579.5279619739234,579.5279619739234,579.5279619739234,579.5279619739234,186.19584948725816,186.19584948725816
