task_type,t2.large-1,c5.2xlarge-1,g4dn.xlarge-1
image_classification,75.22701754385965,28.071136950904396,8.377676270245711
object_detection,32.64101161995899,18.541240981240982,9.951293025585915
question_answering,39.91260073260073,14.89992766733883,3.114946892177313
speech_recognition,569.1733333333334,183.40058161350845,19.584956450366168
