task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.96725540799069,72.96725540799069,72.96725540799069,72.96725540799069,72.96725540799069,72.96725540799069,72.96725540799069,26.603985915051133,26.603985915051133,8.258011599211136,8.258011599211136
object_detection,34.02886864597391,34.02886864597391,34.02886864597391,34.02886864597391,34.02886864597391,34.02886864597391,34.02886864597391,18.837348471656618,18.837348471656618,10.521989227278292,10.521989227278292
question_answering,34.96878381532959,34.96878381532959,34.96878381532959,34.96878381532959,34.96878381532959,34.96878381532959,34.96878381532959,14.17115895097867,14.17115895097867,3.249121423083344,3.249121423083344
speech_recognition,574.6384705770421,574.6384705770421,574.6384705770421,574.6384705770421,574.6384705770421,574.6384705770421,574.6384705770421,187.19838736706126,187.19838736706126,19.02678997210318,19.02678997210318
