task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.76985181485182,71.76985181485182,27.143241800638712,27.143241800638712,8.398021314550508,8.398021314550508,8.398021314550508
object_detection,31.691800838050842,31.691800838050842,18.900249035384906,18.900249035384906,10.43711298159877,10.43711298159877,10.43711298159877
question_answering,33.102484737484744,33.102484737484744,15.265065116043377,15.265065116043377,3.3063698558647694,3.3063698558647694,3.3063698558647694
speech_recognition,563.208717948718,563.208717948718,192.20512656309205,192.20512656309205,19.25281259311055,19.25281259311055,19.25281259311055
