task_type,c5.2xlarge-1,g4dn.xlarge-1
image_classification,27.180605387769635,8.462523152289005
object_detection,18.451330396011247,9.840421252122932
question_answering,14.621372740653005,3.1525697658005285
speech_recognition,185.53647815599032,19.952208187173266
