task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,74.46006193913254,74.46006193913254,74.46006193913254,74.46006193913254,74.46006193913254,74.46006193913254,74.46006193913254,74.46006193913254,74.46006193913254,74.46006193913254,74.46006193913254,74.46006193913254,74.46006193913254,25.18843763604508,25.18843763604508,25.18843763604508
object_detection,35.24090644107552,35.24090644107552,35.24090644107552,35.24090644107552,35.24090644107552,35.24090644107552,35.24090644107552,35.24090644107552,35.24090644107552,35.24090644107552,35.24090644107552,35.24090644107552,35.24090644107552,19.830993426499596,19.830993426499596,19.830993426499596
question_answering,37.91554118330136,37.91554118330136,37.91554118330136,37.91554118330136,37.91554118330136,37.91554118330136,37.91554118330136,37.91554118330136,37.91554118330136,37.91554118330136,37.91554118330136,37.91554118330136,37.91554118330136,15.074363616169327,15.074363616169327,15.074363616169327
speech_recognition,577.4527984835677,577.4527984835677,577.4527984835677,577.4527984835677,577.4527984835677,577.4527984835677,577.4527984835677,577.4527984835677,577.4527984835677,577.4527984835677,577.4527984835677,577.4527984835677,577.4527984835677,187.47126307994463,187.47126307994463,187.47126307994463
