task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.28175055408414,73.28175055408414,73.28175055408414,73.28175055408414,73.28175055408414,73.28175055408414,24.512778260753024,24.512778260753024,24.512778260753024,8.32670344754015,8.32670344754015,8.32670344754015
object_detection,33.88909790831231,33.88909790831231,33.88909790831231,33.88909790831231,33.88909790831231,33.88909790831231,20.255631340533952,20.255631340533952,20.255631340533952,10.574773978094303,10.574773978094303,10.574773978094303
question_answering,35.04781020607646,35.04781020607646,35.04781020607646,35.04781020607646,35.04781020607646,35.04781020607646,16.055733031220903,16.055733031220903,16.055733031220903,3.32850714695927,3.32850714695927,3.32850714695927
speech_recognition,573.1618712768714,573.1618712768714,573.1618712768714,573.1618712768714,573.1618712768714,573.1618712768714,198.6103464582962,198.6103464582962,198.6103464582962,19.08964153379762,19.08964153379762,19.08964153379762
