task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,72.61996753246754,72.61996753246754,72.61996753246754,25.353340329032488,25.353340329032488,25.353340329032488,8.278107392630004
object_detection,32.10693674259464,32.10693674259464,32.10693674259464,18.59128331286073,18.59128331286073,18.59128331286073,10.064367465458133
question_answering,37.173791486291485,37.173791486291485,37.173791486291485,13.832273946822966,13.832273946822966,13.832273946822966,3.207692726607341
speech_recognition,572.9884737484738,572.9884737484738,572.9884737484738,194.20338344875347,194.20338344875347,194.20338344875347,19.076320931022767
