task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.37770331032429,73.37770331032429,73.37770331032429,73.37770331032429,8.321130439101392,8.321130439101392
object_detection,32.208036426293006,32.208036426293006,32.208036426293006,32.208036426293006,10.12493165301473,10.12493165301473
question_answering,36.173713852927406,36.173713852927406,36.173713852927406,36.173713852927406,3.2073649039995233,3.2073649039995233
speech_recognition,574.1995046620046,574.1995046620046,574.1995046620046,574.1995046620046,19.38549167889905,19.38549167889905
