task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,72.98457560802335,72.98457560802335,72.98457560802335,72.98457560802335,72.98457560802335,72.98457560802335,72.98457560802335,72.98457560802335,72.98457560802335,24.046032227032228,24.046032227032228,24.046032227032228,8.15662680910955
object_detection,34.00787870116436,34.00787870116436,34.00787870116436,34.00787870116436,34.00787870116436,34.00787870116436,34.00787870116436,34.00787870116436,34.00787870116436,19.497590740496797,19.497590740496797,19.497590740496797,10.126197481273383
question_answering,35.20161610663159,35.20161610663159,35.20161610663159,35.20161610663159,35.20161610663159,35.20161610663159,35.20161610663159,35.20161610663159,35.20161610663159,14.608702952442084,14.608702952442084,14.608702952442084,3.19507295243666
speech_recognition,572.7976810843477,572.7976810843477,572.7976810843477,572.7976810843477,572.7976810843477,572.7976810843477,572.7976810843477,572.7976810843477,572.7976810843477,199.22440794624703,199.22440794624703,199.22440794624703,19.316676587301586
