task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,g4dn.xlarge-1
image_classification,74.03432897218417,74.03432897218417,74.03432897218417,74.03432897218417,74.03432897218417,74.03432897218417,74.03432897218417,74.03432897218417,74.03432897218417,74.03432897218417,74.03432897218417,74.03432897218417,74.03432897218417,25.36248653307477,8.199092626284964
object_detection,35.371353873297195,35.371353873297195,35.371353873297195,35.371353873297195,35.371353873297195,35.371353873297195,35.371353873297195,35.371353873297195,35.371353873297195,35.371353873297195,35.371353873297195,35.371353873297195,35.371353873297195,19.21440540750004,10.045827076973847
question_answering,36.14033296539564,36.14033296539564,36.14033296539564,36.14033296539564,36.14033296539564,36.14033296539564,36.14033296539564,36.14033296539564,36.14033296539564,36.14033296539564,36.14033296539564,36.14033296539564,36.14033296539564,15.548009495880464,3.184754622167331
speech_recognition,579.6318622403237,579.6318622403237,579.6318622403237,579.6318622403237,579.6318622403237,579.6318622403237,579.6318622403237,579.6318622403237,579.6318622403237,579.6318622403237,579.6318622403237,579.6318622403237,579.6318622403237,203.27478632478633,19.333226746305105
