task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,74.95314708439709,74.95314708439709,74.95314708439709,74.95314708439709,74.95314708439709,74.95314708439709,74.95314708439709,74.95314708439709,74.95314708439709,74.95314708439709,74.95314708439709,74.95314708439709,25.04684697761336,25.04684697761336,25.04684697761336,25.04684697761336
object_detection,35.24689742153558,35.24689742153558,35.24689742153558,35.24689742153558,35.24689742153558,35.24689742153558,35.24689742153558,35.24689742153558,35.24689742153558,35.24689742153558,35.24689742153558,35.24689742153558,19.58321924832894,19.58321924832894,19.58321924832894,19.58321924832894
question_answering,37.62208459203622,37.62208459203622,37.62208459203622,37.62208459203622,37.62208459203622,37.62208459203622,37.62208459203622,37.62208459203622,37.62208459203622,37.62208459203622,37.62208459203622,37.62208459203622,15.524198298635463,15.524198298635463,15.524198298635463,15.524198298635463
speech_recognition,579.0002259777259,579.0002259777259,579.0002259777259,579.0002259777259,579.0002259777259,579.0002259777259,579.0002259777259,579.0002259777259,579.0002259777259,579.0002259777259,579.0002259777259,579.0002259777259,188.12573760410453,188.12573760410453,188.12573760410453,188.12573760410453
