task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.04547894256874,72.04547894256874,72.04547894256874,26.727597535897324,26.727597535897324,26.727597535897324,26.727597535897324,8.350302851608621,8.350302851608621
object_detection,31.264318551818555,31.264318551818555,31.264318551818555,19.311526556923177,19.311526556923177,19.311526556923177,19.311526556923177,10.588693195899628,10.588693195899628
question_answering,35.469474969798696,35.469474969798696,35.469474969798696,15.043980833283428,15.043980833283428,15.043980833283428,15.043980833283428,3.301728925604322,3.301728925604322
speech_recognition,573.3532178932179,573.3532178932179,573.3532178932179,201.79766389044352,201.79766389044352,201.79766389044352,201.79766389044352,19.075671708223727,19.075671708223727
