task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,76.57493126670371,76.57493126670371,76.57493126670371,76.57493126670371,76.57493126670371,76.57493126670371,76.57493126670371,76.57493126670371,26.537603273169605,26.537603273169605,26.537603273169605
object_detection,34.99619260496574,34.99619260496574,34.99619260496574,34.99619260496574,34.99619260496574,34.99619260496574,34.99619260496574,34.99619260496574,18.7682442073205,18.7682442073205,18.7682442073205
question_answering,41.37903434284235,41.37903434284235,41.37903434284235,41.37903434284235,41.37903434284235,41.37903434284235,41.37903434284235,41.37903434284235,14.646753409149643,14.646753409149643,14.646753409149643
speech_recognition,575.8134280058177,575.8134280058177,575.8134280058177,575.8134280058177,575.8134280058177,575.8134280058177,575.8134280058177,575.8134280058177,185.4421777961015,185.4421777961015,185.4421777961015
