task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,g4dn.xlarge-1
image_classification,74.71694873152303,74.71694873152303,74.71694873152303,74.71694873152303,74.71694873152303,74.71694873152303,74.71694873152303,74.71694873152303,74.71694873152303,74.71694873152303,74.71694873152303,74.71694873152303,8.125531219352728
object_detection,34.77062522602383,34.77062522602383,34.77062522602383,34.77062522602383,34.77062522602383,34.77062522602383,34.77062522602383,34.77062522602383,34.77062522602383,34.77062522602383,34.77062522602383,34.77062522602383,9.950258978478564
question_answering,37.62041564179141,37.62041564179141,37.62041564179141,37.62041564179141,37.62041564179141,37.62041564179141,37.62041564179141,37.62041564179141,37.62041564179141,37.62041564179141,37.62041564179141,37.62041564179141,3.139675750268065
speech_recognition,577.3395234626485,577.3395234626485,577.3395234626485,577.3395234626485,577.3395234626485,577.3395234626485,577.3395234626485,577.3395234626485,577.3395234626485,577.3395234626485,577.3395234626485,577.3395234626485,19.07422230992656
