task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.10426160232218,73.10426160232218,73.10426160232218,73.10426160232218,73.10426160232218,73.10426160232218,73.10426160232218,26.12383956022814,26.12383956022814,26.12383956022814,26.12383956022814,8.232978110804197
object_detection,33.456111773912525,33.456111773912525,33.456111773912525,33.456111773912525,33.456111773912525,33.456111773912525,33.456111773912525,19.513968720072118,19.513968720072118,19.513968720072118,19.513968720072118,10.472039889507936
question_answering,35.894512662601855,35.894512662601855,35.894512662601855,35.894512662601855,35.894512662601855,35.894512662601855,35.894512662601855,15.553537276864352,15.553537276864352,15.553537276864352,15.553537276864352,3.2606276774073386
speech_recognition,574.587789194932,574.587789194932,574.587789194932,574.587789194932,574.587789194932,574.587789194932,574.587789194932,216.92791896854237,216.92791896854237,216.92791896854237,216.92791896854237,19.23512482983262
