task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.34471732277203,73.34471732277203,73.34471732277203,73.34471732277203,73.34471732277203,73.34471732277203,73.34471732277203,73.34471732277203,73.34471732277203,8.165354747077853,8.165354747077853
object_detection,34.00935529631092,34.00935529631092,34.00935529631092,34.00935529631092,34.00935529631092,34.00935529631092,34.00935529631092,34.00935529631092,34.00935529631092,10.089283688915447,10.089283688915447
question_answering,35.633122329262676,35.633122329262676,35.633122329262676,35.633122329262676,35.633122329262676,35.633122329262676,35.633122329262676,35.633122329262676,35.633122329262676,3.2765634757967375,3.2765634757967375
speech_recognition,573.5515032190032,573.5515032190032,573.5515032190032,573.5515032190032,573.5515032190032,573.5515032190032,573.5515032190032,573.5515032190032,573.5515032190032,19.224005940310768,19.224005940310768
