task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.90869525773373,73.90869525773373,73.90869525773373,73.90869525773373,73.90869525773373,73.90869525773373,73.90869525773373,73.90869525773373,73.90869525773373,73.90869525773373,73.90869525773373,73.90869525773373,73.90869525773373,8.469322520755563,8.469322520755563
object_detection,35.46340703665364,35.46340703665364,35.46340703665364,35.46340703665364,35.46340703665364,35.46340703665364,35.46340703665364,35.46340703665364,35.46340703665364,35.46340703665364,35.46340703665364,35.46340703665364,35.46340703665364,10.648769996387141,10.648769996387141
question_answering,35.710351640977464,35.710351640977464,35.710351640977464,35.710351640977464,35.710351640977464,35.710351640977464,35.710351640977464,35.710351640977464,35.710351640977464,35.710351640977464,35.710351640977464,35.710351640977464,35.710351640977464,3.295895831072927,3.295895831072927
speech_recognition,577.6337157714081,577.6337157714081,577.6337157714081,577.6337157714081,577.6337157714081,577.6337157714081,577.6337157714081,577.6337157714081,577.6337157714081,577.6337157714081,577.6337157714081,577.6337157714081,577.6337157714081,19.132765580042875,19.132765580042875
