task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,g4dn.xlarge-1
image_classification,74.75164396900763,74.75164396900763,74.75164396900763,74.75164396900763,74.75164396900763,74.75164396900763,74.75164396900763,74.75164396900763,74.75164396900763,74.75164396900763,74.75164396900763,74.75164396900763,74.75164396900763,8.364182190771865
object_detection,35.08145762754974,35.08145762754974,35.08145762754974,35.08145762754974,35.08145762754974,35.08145762754974,35.08145762754974,35.08145762754974,35.08145762754974,35.08145762754974,35.08145762754974,35.08145762754974,35.08145762754974,10.053042664731588
question_answering,36.77465739514382,36.77465739514382,36.77465739514382,36.77465739514382,36.77465739514382,36.77465739514382,36.77465739514382,36.77465739514382,36.77465739514382,36.77465739514382,36.77465739514382,36.77465739514382,36.77465739514382,3.196750713756528
speech_recognition,577.9766922820769,577.9766922820769,577.9766922820769,577.9766922820769,577.9766922820769,577.9766922820769,577.9766922820769,577.9766922820769,577.9766922820769,577.9766922820769,577.9766922820769,577.9766922820769,577.9766922820769,19.51323432796165
