task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,75.1648816742823,75.1648816742823,75.1648816742823,75.1648816742823,75.1648816742823,75.1648816742823,75.1648816742823,75.1648816742823,27.068909988908292,27.068909988908292,27.068909988908292,27.068909988908292
object_detection,35.23454035981648,35.23454035981648,35.23454035981648,35.23454035981648,35.23454035981648,35.23454035981648,35.23454035981648,35.23454035981648,18.766982736038194,18.766982736038194,18.766982736038194,18.766982736038194
question_answering,40.131604659229666,40.131604659229666,40.131604659229666,40.131604659229666,40.131604659229666,40.131604659229666,40.131604659229666,40.131604659229666,14.151559650053224,14.151559650053224,14.151559650053224,14.151559650053224
speech_recognition,576.1677884615385,576.1677884615385,576.1677884615385,576.1677884615385,576.1677884615385,576.1677884615385,576.1677884615385,576.1677884615385,189.08428752809132,189.08428752809132,189.08428752809132,189.08428752809132
