task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.03986924839866,72.03986924839866,72.03986924839866,28.951951051410266,28.951951051410266,28.951951051410266,8.531991277903725,8.531991277903725,8.531991277903725
object_detection,32.030013320013325,32.030013320013325,32.030013320013325,19.671759820134447,19.671759820134447,19.671759820134447,10.499453308886714,10.499453308886714,10.499453308886714
question_answering,35.204503274503274,35.204503274503274,35.204503274503274,13.676444213465448,13.676444213465448,13.676444213465448,3.412607462183703,3.412607462183703,3.412607462183703
speech_recognition,575.5222444222445,575.5222444222445,575.5222444222445,207.46645361187387,207.46645361187387,207.46645361187387,19.084577787013156,19.084577787013156,19.084577787013156
