task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13
image_classification,77.38836105486821,77.38836105486821,77.38836105486821,77.38836105486821,77.38836105486821,77.38836105486821,77.38836105486821,77.38836105486821,77.38836105486821,77.38836105486821,77.38836105486821,77.38836105486821,77.38836105486821
object_detection,36.61685931862441,36.61685931862441,36.61685931862441,36.61685931862441,36.61685931862441,36.61685931862441,36.61685931862441,36.61685931862441,36.61685931862441,36.61685931862441,36.61685931862441,36.61685931862441,36.61685931862441
question_answering,42.28234215570036,42.28234215570036,42.28234215570036,42.28234215570036,42.28234215570036,42.28234215570036,42.28234215570036,42.28234215570036,42.28234215570036,42.28234215570036,42.28234215570036,42.28234215570036,42.28234215570036
speech_recognition,580.8488567194759,580.8488567194759,580.8488567194759,580.8488567194759,580.8488567194759,580.8488567194759,580.8488567194759,580.8488567194759,580.8488567194759,580.8488567194759,580.8488567194759,580.8488567194759,580.8488567194759
