task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.54591696487208,72.54591696487208,72.54591696487208,26.184040194040193,26.184040194040193,8.415189114466289,8.415189114466289
object_detection,31.523531392354926,31.523531392354926,31.523531392354926,19.181405838154216,19.181405838154216,10.291677512838566,10.291677512838566
question_answering,35.60330192683134,35.60330192683134,35.60330192683134,14.454060641415449,14.454060641415449,3.270554230045748,3.270554230045748
speech_recognition,572.9926495726495,572.9926495726495,572.9926495726495,209.14954370517734,209.14954370517734,19.177768954779133,19.177768954779133
