task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.85518813702637,72.85518813702637,72.85518813702637,72.85518813702637,26.17163223691326,26.17163223691326,26.17163223691326,26.17163223691326,8.344062784350903,8.344062784350903
object_detection,33.47371171570088,33.47371171570088,33.47371171570088,33.47371171570088,19.43228876402159,19.43228876402159,19.43228876402159,19.43228876402159,10.496658499346344,10.496658499346344
question_answering,35.42407448910738,35.42407448910738,35.42407448910738,35.42407448910738,15.619825373652052,15.619825373652052,15.619825373652052,15.619825373652052,3.1948196155510487,3.1948196155510487
speech_recognition,573.8288186813187,573.8288186813187,573.8288186813187,573.8288186813187,200.55976460551497,200.55976460551497,200.55976460551497,200.55976460551497,18.96913285817694,18.96913285817694
