task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,72.82865337549161,72.82865337549161,72.82865337549161,72.82865337549161,72.82865337549161,72.82865337549161,25.5960058564948,25.5960058564948,25.5960058564948,8.28710787336828
object_detection,33.09960738073018,33.09960738073018,33.09960738073018,33.09960738073018,33.09960738073018,33.09960738073018,18.798120367655972,18.798120367655972,18.798120367655972,9.955667755139666
question_answering,35.62835143886615,35.62835143886615,35.62835143886615,35.62835143886615,35.62835143886615,35.62835143886615,14.668892096154266,14.668892096154266,14.668892096154266,3.188967828197319
speech_recognition,573.6883777333777,573.6883777333777,573.6883777333777,573.6883777333777,573.6883777333777,573.6883777333777,187.70869680882845,187.70869680882845,187.70869680882845,19.420895552707428
