task_id,task_type,assigned_machine,arrival_time,inference_time,completion_time
1,object_detection,triton_g4dn_xlarge_3,8,19,76
4,object_detection,triton_g4dn_xlarge_2,35,26,89
2,object_detection,triton_g4dn_xlarge_4,11,34,92
7,object_detection,triton_g4dn_xlarge_3,48,15,92
3,object_detection,triton_g4dn_xlarge_1,17,36,93
5,object_detection,triton_g4dn_xlarge_2,35,10,100
6,object_detection,triton_g4dn_xlarge_3,37,11,103
8,object_detection,triton_g4dn_xlarge_4,65,14,108
9,object_detection,triton_g4dn_xlarge_1,67,15,110
10,object_detection,triton_g4dn_xlarge_2,75,10,113
11,object_detection,triton_g4dn_xlarge_3,97,10,136
12,object_detection,triton_g4dn_xlarge_4,100,12,141
14,object_detection,triton_g4dn_xlarge_2,103,11,143
13,object_detection,triton_g4dn_xlarge_1,102,14,145
15,object_detection,triton_g4dn_xlarge_3,105,12,150
16,object_detection,triton_g4dn_xlarge_4,144,10,183
17,object_detection,triton_g4dn_xlarge_1,161,13,203
18,object_detection,triton_g4dn_xlarge_2,162,12,203
19,object_detection,triton_g4dn_xlarge_3,179,10,217
20,object_detection,triton_g4dn_xlarge_4,183,10,222
21,object_detection,triton_g4dn_xlarge_1,188,11,228
22,object_detection,triton_g4dn_xlarge_2,216,9,254
23,object_detection,triton_g4dn_xlarge_3,233,10,272
24,object_detection,triton_g4dn_xlarge_4,238,11,278
25,object_detection,triton_g4dn_xlarge_1,239,12,280
26,object_detection,triton_g4dn_xlarge_2,244,10,283
27,object_detection,triton_g4dn_xlarge_3,244,12,285
28,object_detection,triton_g4dn_xlarge_4,247,10,290
30,object_detection,triton_g4dn_xlarge_2,263,12,304
29,object_detection,triton_g4dn_xlarge_1,263,13,305
31,object_detection,triton_g4dn_xlarge_3,272,9,310
32,object_detection,triton_g4dn_xlarge_4,282,10,321
34,object_detection,triton_g4dn_xlarge_2,287,9,325
33,object_detection,triton_g4dn_xlarge_1,283,14,326
35,object_detection,triton_g4dn_xlarge_3,288,13,329
36,object_detection,triton_g4dn_xlarge_4,310,9,349
37,object_detection,triton_g4dn_xlarge_1,350,18,397
38,object_detection,triton_g4dn_xlarge_2,350,17,397
39,object_detection,triton_g4dn_xlarge_3,372,10,411
40,object_detection,triton_g4dn_xlarge_4,381,9,421
41,object_detection,triton_g4dn_xlarge_1,394,10,433
42,object_detection,triton_g4dn_xlarge_2,404,9,443
43,object_detection,triton_g4dn_xlarge_3,413,11,454
44,object_detection,triton_g4dn_xlarge_4,413,14,456
45,object_detection,triton_g4dn_xlarge_1,416,12,458
46,object_detection,triton_g4dn_xlarge_2,424,9,463
47,object_detection,triton_g4dn_xlarge_3,438,10,477
48,object_detection,triton_g4dn_xlarge_4,441,9,480
49,object_detection,triton_g4dn_xlarge_1,444,10,484
50,object_detection,triton_g4dn_xlarge_2,464,9,503
51,object_detection,triton_g4dn_xlarge_3,500,10,541
52,object_detection,triton_g4dn_xlarge_4,522,10,562
53,object_detection,triton_g4dn_xlarge_1,527,10,567
54,object_detection,triton_g4dn_xlarge_2,536,10,576
55,object_detection,triton_g4dn_xlarge_3,540,15,585
56,object_detection,triton_g4dn_xlarge_4,544,13,587
58,object_detection,triton_g4dn_xlarge_2,549,13,592
57,object_detection,triton_g4dn_xlarge_1,546,18,594
59,object_detection,triton_g4dn_xlarge_3,549,10,595
60,object_detection,triton_g4dn_xlarge_4,556,21,609
61,object_detection,triton_g4dn_xlarge_2,561,25,617
62,object_detection,triton_g4dn_xlarge_3,570,19,619
63,object_detection,triton_g4dn_xlarge_4,580,15,625
64,object_detection,triton_g4dn_xlarge_1,582,14,626
65,object_detection,triton_g4dn_xlarge_2,609,10,650
66,object_detection,triton_g4dn_xlarge_3,638,10,680
67,object_detection,triton_g4dn_xlarge_4,647,10,687
68,object_detection,triton_g4dn_xlarge_1,652,10,692
69,object_detection,triton_g4dn_xlarge_2,657,10,697
70,object_detection,triton_g4dn_xlarge_3,659,12,701
71,object_detection,triton_g4dn_xlarge_4,662,10,702
72,object_detection,triton_g4dn_xlarge_1,665,22,717
73,object_detection,triton_g4dn_xlarge_2,667,26,723
74,object_detection,triton_g4dn_xlarge_3,701,9,741
75,object_detection,triton_g4dn_xlarge_4,732,10,772
76,object_detection,triton_g4dn_xlarge_1,741,10,782
77,object_detection,triton_g4dn_xlarge_2,755,10,795
78,object_detection,triton_g4dn_xlarge_3,759,11,801
79,object_detection,triton_g4dn_xlarge_4,760,11,802
80,object_detection,triton_g4dn_xlarge_1,766,10,807
81,object_detection,triton_g4dn_xlarge_2,773,12,815
82,object_detection,triton_g4dn_xlarge_3,774,12,816
83,object_detection,triton_g4dn_xlarge_4,781,10,822
84,object_detection,triton_g4dn_xlarge_1,830,10,871
85,object_detection,triton_g4dn_xlarge_2,835,9,876
86,object_detection,triton_g4dn_xlarge_3,839,10,879
87,object_detection,triton_g4dn_xlarge_4,855,10,895
88,object_detection,triton_g4dn_xlarge_1,869,10,910
89,object_detection,triton_g4dn_xlarge_2,873,9,913
90,object_detection,triton_g4dn_xlarge_3,883,10,923
91,object_detection,triton_g4dn_xlarge_4,891,10,931
92,object_detection,triton_g4dn_xlarge_1,895,10,936
93,object_detection,triton_g4dn_xlarge_2,896,11,937
94,object_detection,triton_g4dn_xlarge_3,900,10,941
95,object_detection,triton_g4dn_xlarge_4,906,10,947
96,object_detection,triton_g4dn_xlarge_1,916,9,957
97,object_detection,triton_g4dn_xlarge_2,919,9,959
98,object_detection,triton_g4dn_xlarge_3,930,10,971
99,object_detection,triton_g4dn_xlarge_4,932,10,973
100,object_detection,triton_g4dn_xlarge_1,943,10,984
101,object_detection,triton_g4dn_xlarge_2,958,9,998
102,object_detection,triton_g4dn_xlarge_3,973,10,1015
103,object_detection,triton_g4dn_xlarge_4,982,10,1023
104,object_detection,triton_g4dn_xlarge_1,986,10,1027
105,object_detection,triton_g4dn_xlarge_2,998,9,1038
106,object_detection,triton_g4dn_xlarge_3,1017,9,1057
107,object_detection,triton_g4dn_xlarge_4,1027,10,1068
108,object_detection,triton_g4dn_xlarge_1,1068,10,1109
109,object_detection,triton_g4dn_xlarge_2,1105,10,1147
110,object_detection,triton_g4dn_xlarge_3,1107,10,1149
111,object_detection,triton_g4dn_xlarge_4,1107,15,1154
112,object_detection,triton_g4dn_xlarge_1,1109,12,1154
113,object_detection,triton_g4dn_xlarge_2,1135,9,1176
114,object_detection,triton_g4dn_xlarge_3,1165,9,1206
115,object_detection,triton_g4dn_xlarge_4,1168,10,1209
116,object_detection,triton_g4dn_xlarge_1,1172,10,1214
117,object_detection,triton_g4dn_xlarge_2,1180,9,1221
118,object_detection,triton_g4dn_xlarge_3,1183,14,1228
119,object_detection,triton_g4dn_xlarge_4,1190,13,1235
120,object_detection,triton_g4dn_xlarge_1,1201,9,1242
121,object_detection,triton_g4dn_xlarge_2,1208,9,1249
122,object_detection,triton_g4dn_xlarge_3,1221,10,1262
123,object_detection,triton_g4dn_xlarge_4,1228,12,1272
124,object_detection,triton_g4dn_xlarge_1,1228,13,1273
125,object_detection,triton_g4dn_xlarge_2,1233,9,1274
126,object_detection,triton_g4dn_xlarge_3,1240,10,1282
127,object_detection,triton_g4dn_xlarge_4,1245,9,1286
128,object_detection,triton_g4dn_xlarge_1,1250,9,1291
129,object_detection,triton_g4dn_xlarge_2,1257,9,1298
130,object_detection,triton_g4dn_xlarge_3,1263,10,1306
132,object_detection,triton_g4dn_xlarge_1,1267,14,1314
131,object_detection,triton_g4dn_xlarge_4,1264,38,1334
133,object_detection,triton_g4dn_xlarge_2,1295,11,1339
134,object_detection,triton_g4dn_xlarge_3,1296,14,1342
135,object_detection,triton_g4dn_xlarge_1,1296,24,1353
136,object_detection,triton_g4dn_xlarge_4,1299,19,1353
137,object_detection,triton_g4dn_xlarge_2,1308,18,1359
138,object_detection,triton_g4dn_xlarge_3,1355,10,1398
139,object_detection,triton_g4dn_xlarge_4,1404,10,1446
140,object_detection,triton_g4dn_xlarge_1,1454,11,1497
141,object_detection,triton_g4dn_xlarge_2,1455,11,1498
142,object_detection,triton_g4dn_xlarge_3,1466,10,1508
143,object_detection,triton_g4dn_xlarge_4,1474,11,1517
144,object_detection,triton_g4dn_xlarge_1,1476,10,1519
145,object_detection,triton_g4dn_xlarge_2,1504,9,1547
146,object_detection,triton_g4dn_xlarge_3,1507,9,1549
147,object_detection,triton_g4dn_xlarge_4,1575,11,1619
148,object_detection,triton_g4dn_xlarge_1,1584,10,1627
149,object_detection,triton_g4dn_xlarge_2,1586,10,1629
150,object_detection,triton_g4dn_xlarge_3,1591,11,1635
151,object_detection,triton_g4dn_xlarge_4,1593,11,1636
152,object_detection,triton_g4dn_xlarge_1,1598,10,1641
153,object_detection,triton_g4dn_xlarge_2,1607,9,1649
154,object_detection,triton_g4dn_xlarge_3,1620,9,1663
155,object_detection,triton_g4dn_xlarge_4,1627,10,1670
156,object_detection,triton_g4dn_xlarge_1,1630,10,1672
157,object_detection,triton_g4dn_xlarge_2,1639,9,1682
158,object_detection,triton_g4dn_xlarge_3,1645,10,1687
159,object_detection,triton_g4dn_xlarge_4,1649,10,1692
160,object_detection,triton_g4dn_xlarge_1,1653,10,1695
161,object_detection,triton_g4dn_xlarge_2,1656,10,1698
162,object_detection,triton_g4dn_xlarge_3,1662,9,1705
163,object_detection,triton_g4dn_xlarge_4,1668,10,1710
164,object_detection,triton_g4dn_xlarge_1,1691,9,1734
165,object_detection,triton_g4dn_xlarge_2,1704,9,1746
166,object_detection,triton_g4dn_xlarge_3,1719,10,1762
167,object_detection,triton_g4dn_xlarge_4,1724,10,1767
168,object_detection,triton_g4dn_xlarge_1,1728,10,1772
169,object_detection,triton_g4dn_xlarge_2,1739,9,1781
170,object_detection,triton_g4dn_xlarge_3,1751,9,1793
171,object_detection,triton_g4dn_xlarge_4,1752,16,1801
173,object_detection,triton_g4dn_xlarge_2,1760,9,1802
172,object_detection,triton_g4dn_xlarge_1,1754,17,1804
174,object_detection,triton_g4dn_xlarge_3,1761,15,1809
175,object_detection,triton_g4dn_xlarge_4,1794,10,1838
176,object_detection,triton_g4dn_xlarge_1,1812,10,1855
177,object_detection,triton_g4dn_xlarge_2,1820,9,1863
178,object_detection,triton_g4dn_xlarge_3,1822,10,1865
179,object_detection,triton_g4dn_xlarge_4,1823,11,1867
180,object_detection,triton_g4dn_xlarge_1,1862,10,1906
181,object_detection,triton_g4dn_xlarge_2,1874,10,1917
182,object_detection,triton_g4dn_xlarge_3,1894,11,1938
183,object_detection,triton_g4dn_xlarge_4,1899,10,1943
184,object_detection,triton_g4dn_xlarge_1,1902,10,1946
185,object_detection,triton_g4dn_xlarge_2,1905,10,1948
186,object_detection,triton_g4dn_xlarge_3,1925,9,1968
187,object_detection,triton_g4dn_xlarge_4,1931,9,1974
188,object_detection,triton_g4dn_xlarge_1,1942,9,1986
189,object_detection,triton_g4dn_xlarge_2,1959,14,2007
190,object_detection,triton_g4dn_xlarge_3,1961,12,2007
191,object_detection,triton_g4dn_xlarge_4,1962,12,2008
192,object_detection,triton_g4dn_xlarge_1,1975,9,2018
193,object_detection,triton_g4dn_xlarge_2,2008,9,2051
194,object_detection,triton_g4dn_xlarge_3,2039,9,2082
195,object_detection,triton_g4dn_xlarge_4,2046,11,2091
196,object_detection,triton_g4dn_xlarge_1,2056,9,2099
197,object_detection,triton_g4dn_xlarge_2,2069,9,2112
198,object_detection,triton_g4dn_xlarge_3,2092,10,2137
199,object_detection,triton_g4dn_xlarge_4,2094,11,2139
200,object_detection,triton_g4dn_xlarge_1,2099,10,2143
201,object_detection,triton_g4dn_xlarge_2,2104,10,2148
202,object_detection,triton_g4dn_xlarge_3,2116,10,2160
203,object_detection,triton_g4dn_xlarge_4,2122,10,2166
204,object_detection,triton_g4dn_xlarge_1,2141,10,2186
