task_id,task_type,assigned_machine,arrival_time,inference_time,completion_time
12,question_answering,triton_c5_2xlarge_1,0,32,44
13,speech_recognition,triton_g4dn_xlarge_3,0,39,51
7,question_answering,triton_t2_large_5,0,46,58
2,question_answering,triton_t2_large_6,0,50,61
8,question_answering,triton_t2_large_2,0,53,64
3,question_answering,triton_t2_large_8,0,58,69
1,object_detection,triton_t2_large_7,0,64,75
141,speech_recognition,triton_g4dn_xlarge_3,0,28,79
208,question_answering,triton_g4dn_xlarge_3,0,8,87
6,object_detection,triton_t2_large_4,0,76,87
9,object_detection,triton_t2_large_11,0,75,87
872,question_answering,triton_g4dn_xlarge_3,0,7,94
967,object_detection,triton_t2_large_6,0,40,101
5,image_classification,triton_t2_large_3,0,91,102
10,image_classification,triton_t2_large_12,0,99,110
4,image_classification,triton_t2_large_1,0,103,114
142,object_detection,triton_t2_large_2,0,55,119
469,speech_recognition,triton_g4dn_xlarge_3,0,25,119
871,question_answering,triton_t2_large_11,0,37,124
870,question_answering,triton_t2_large_4,0,41,128
509,object_detection,triton_g4dn_xlarge_3,0,14,133
71,question_answering,triton_t2_large_6,0,43,144
905,image_classification,triton_t2_large_7,0,72,147
601,speech_recognition,triton_g4dn_xlarge_3,0,23,156
838,question_answering,triton_t2_large_11,0,36,159
616,object_detection,triton_g4dn_xlarge_3,0,13,168
603,question_answering,triton_t2_large_6,0,32,176
701,speech_recognition,triton_g4dn_xlarge_3,0,22,191
894,question_answering,triton_t2_large_11,0,33,193
617,question_answering,triton_g4dn_xlarge_3,0,8,198
239,question_answering,triton_g4dn_xlarge_3,0,6,204
260,image_classification,triton_t2_large_4,0,79,207
800,question_answering,triton_g4dn_xlarge_3,0,6,210
841,image_classification,triton_t2_large_7,0,70,216
248,object_detection,triton_g4dn_xlarge_3,0,13,223
323,question_answering,triton_g4dn_xlarge_3,0,5,228
529,speech_recognition,triton_c5_2xlarge_1,0,190,234
756,object_detection,triton_t2_large_11,0,41,234
766,speech_recognition,triton_g4dn_xlarge_3,0,22,250
250,question_answering,triton_c5_2xlarge_1,0,18,252
591,question_answering,triton_g4dn_xlarge_3,0,7,257
342,image_classification,triton_t2_large_6,0,83,259
249,object_detection,triton_t2_large_11,0,29,263
180,question_answering,triton_g4dn_xlarge_3,0,6,263
734,question_answering,triton_c5_2xlarge_1,0,17,269
593,question_answering,triton_g4dn_xlarge_3,0,8,272
69,image_classification,triton_t2_large_4,0,69,276
325,image_classification,triton_g4dn_xlarge_3,0,11,283
81,question_answering,triton_c5_2xlarge_1,0,14,283
725,image_classification,triton_t2_large_7,0,73,289
324,object_detection,triton_t2_large_6,0,39,298
293,object_detection,triton_g4dn_xlarge_3,0,17,300
570,question_answering,triton_g4dn_xlarge_3,0,6,306
684,object_detection,triton_t2_large_4,0,33,309
137,object_detection,triton_g4dn_xlarge_3,0,13,319
292,object_detection,triton_c5_2xlarge_1,0,42,326
498,object_detection,triton_t2_large_6,0,28,326
227,image_classification,triton_g4dn_xlarge_3,0,12,331
164,question_answering,triton_g4dn_xlarge_3,0,6,337
344,object_detection,triton_t2_large_4,0,33,342
699,image_classification,triton_g4dn_xlarge_3,0,10,347
502,question_answering,triton_g4dn_xlarge_3,0,6,352
59,question_answering,triton_g4dn_xlarge_3,0,4,357
435,question_answering,triton_g4dn_xlarge_3,0,4,361
685,image_classification,triton_t2_large_7,0,72,361
819,object_detection,triton_g4dn_xlarge_3,0,11,372
820,object_detection,triton_g4dn_xlarge_3,0,16,388
140,object_detection,triton_g4dn_xlarge_3,0,10,398
818,question_answering,triton_t2_large_7,0,48,409
90,object_detection,triton_g4dn_xlarge_3,0,10,409
165,image_classification,triton_t2_large_4,0,78,421
24,object_detection,triton_g4dn_xlarge_3,0,12,421
26,question_answering,triton_g4dn_xlarge_3,0,5,426
463,question_answering,triton_g4dn_xlarge_3,0,5,431
945,question_answering,triton_g4dn_xlarge_3,0,5,436
57,object_detection,triton_t2_large_7,0,32,442
381,speech_recognition,triton_g4dn_xlarge_3,0,20,457
156,object_detection,triton_g4dn_xlarge_3,0,10,467
97,image_classification,triton_g4dn_xlarge_3,0,17,484
548,object_detection,triton_g4dn_xlarge_3,0,10,494
711,speech_recognition,triton_c5_2xlarge_1,0,184,510
483,speech_recognition,triton_g4dn_xlarge_3,0,21,515
862,image_classification,triton_t2_large_7,0,81,523
424,object_detection,triton_g4dn_xlarge_3,0,11,526
382,question_answering,triton_g4dn_xlarge_3,0,5,532
881,question_answering,triton_g4dn_xlarge_3,0,5,537
348,speech_recognition,triton_g4dn_xlarge_3,0,21,558
314,speech_recognition,triton_g4dn_xlarge_3,0,22,580
365,object_detection,triton_g4dn_xlarge_3,0,11,591
159,image_classification,triton_t2_large_7,0,68,591
367,image_classification,triton_g4dn_xlarge_3,0,16,607
763,question_answering,triton_g4dn_xlarge_3,0,6,613
343,object_detection,triton_g4dn_xlarge_3,0,10,623
366,object_detection,triton_t2_large_7,0,40,630
218,image_classification,triton_g4dn_xlarge_3,0,10,633
755,speech_recognition,triton_t2_large_5,0,581,640
11,speech_recognition,triton_t2_large_15,0,633,644
75,speech_recognition,triton_g4dn_xlarge_3,0,21,655
867,object_detection,triton_t2_large_7,0,30,661
76,object_detection,triton_g4dn_xlarge_3,0,12,667
396,speech_recognition,triton_t2_large_8,0,603,672
77,object_detection,triton_g4dn_xlarge_3,0,10,677
670,object_detection,triton_t2_large_5,0,44,683
168,speech_recognition,triton_t2_large_3,0,581,683
169,speech_recognition,triton_t2_large_1,0,573,687
969,image_classification,triton_g4dn_xlarge_3,0,10,687
953,speech_recognition,triton_c5_2xlarge_1,0,182,692
508,speech_recognition,triton_t2_large_2,0,577,695
837,speech_recognition,triton_t2_large_12,0,589,699
188,question_answering,triton_c5_2xlarge_1,0,15,706
743,speech_recognition,triton_g4dn_xlarge_3,0,22,709
745,object_detection,triton_g4dn_xlarge_3,0,10,719
526,question_answering,triton_t2_large_8,0,50,722
704,object_detection,triton_g4dn_xlarge_3,0,11,730
120,image_classification,triton_t2_large_15,0,86,730
539,question_answering,triton_t2_large_3,0,47,730
689,question_answering,triton_g4dn_xlarge_3,0,6,736
181,question_answering,triton_g4dn_xlarge_3,0,5,741
556,question_answering,triton_t2_large_2,0,46,741
641,speech_recognition,triton_g4dn_xlarge_3,0,21,762
687,question_answering,triton_t2_large_3,0,34,764
573,object_detection,triton_g4dn_xlarge_3,0,11,774
688,object_detection,triton_t2_large_15,0,48,778
640,object_detection,triton_t2_large_2,0,46,787
611,speech_recognition,triton_g4dn_xlarge_3,0,22,796
676,question_answering,triton_t2_large_3,0,36,800
499,image_classification,triton_g4dn_xlarge_3,0,10,805
423,question_answering,triton_g4dn_xlarge_3,0,5,810
776,question_answering,triton_g4dn_xlarge_3,0,6,816
354,question_answering,triton_g4dn_xlarge_3,0,6,822
592,speech_recognition,triton_t2_large_11,0,567,830
882,question_answering,triton_t2_large_3,0,33,833
774,object_detection,triton_g4dn_xlarge_3,0,13,835
959,question_answering,triton_g4dn_xlarge_3,0,5,840
410,object_detection,triton_g4dn_xlarge_3,0,11,851
993,image_classification,triton_t2_large_15,0,74,853
403,object_detection,triton_g4dn_xlarge_3,0,10,861
784,question_answering,triton_t2_large_3,0,32,865
598,question_answering,triton_t2_large_11,0,48,878
336,speech_recognition,triton_g4dn_xlarge_3,0,21,882
171,question_answering,triton_g4dn_xlarge_3,0,5,887
596,speech_recognition,triton_c5_2xlarge_1,0,184,890
